sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp,telegram_id,post_date,,
128,"Juba homme SUUR MEELEAVALDUS!

Head lugejad!

Nii SAPTK, Objektiiv, Uued Uudised, EKRE esindajad ja ka Vanglaplaneet on kutsunud homme kell 12.00 toimuvale meeleavaldusele Toompeale, mis kestab kolm tundi. Ühtlasi kutsub ka Eesti Eest! toimetus inimesi kohale, sest sellest meeleavaldusest sõltub, milliseks kujuneb Eesti tulevik!

Ühtlasi tulge koos tuttavate, pereliikmete ja sõpradega kohale, saab nii autodega tulla kui ka suurematest…

https://eestieest.com/juba-homme-suur-meeleavaldus/",euudised,euudised,1,,Parem-konservatiivne,,1826,2023-05-26 09:12:04+00:00,,
129,"🎄🔔 🇪🇺 Euroopas põlu all olev agentuur __Russia Today__ soovitas seal kodanikele head jõule ja kutsus neid pimesi uskuma ainult jõuluvanasse.

⚡️ **Jah, tundub, et tiitel ""troll 80 lvl"" läheb üle video peategelastelt selle autoritele.**

@tenipribaltiki

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,8909,2025-12-24 15:06:08+00:00,,
130,"Kõmu > Kas Boriss Jeltsin oli eestlane?

1990ndatel aastatel tekitas Eestis suurt elevust ja pakkus rohket kõneainet sensatsiooniline oletus, et Venemaa toonane president Boriss Jeltsin võib olla mitte üksnes pärit Eestist, vaid ka rahvuselt eestlane.  Analüüsime, kuidas sai taoline kõmujutt oma alguse ning kas see võib olla tõene. Kas Jeltsin võis tõepoolest olla Põlvamaalt Kiidjärve külast pärinev eestlane? Jeltsini-ajastu kõrgeim kirikutegelane patriarh…

https://eestieest.com/komu-kas-boriss-jeltsin-oli-eestlane/",euudised,euudised,0,,,,1994,2023-06-04 16:14:41+00:00,,
131,"KÕMU: Kväärsõbralikud pedofiilid saadavad konservatiivse mõtlemisega inimesi fb puhkustele!

Eile avaldatud libauudis sellest, kuidas konservatiivse mõtlemisega inimesed on üksikud, näitas, et kväärpedode sõber Daniel Kõiv, nukuharidusministri Kristina Kallase ihunõunik on puutumatu fbs. Tagajärg oli see, et siinkirjutaja fb karistust pikendati 6nda augustini.

Küsin sellelt pealekaebajalt, kas sa oled suur pedofiilide sõber või miks sa oled peast nikastanud?

https://eestieest.com/komu-kvaarsobralikud-pedofiilid-saadavad-konservatiivse-motlemisega-inimesi-fb-puhkustele/",euudised,euudised,4,,Parem-konservatiivne,,2503,2023-07-07 06:24:43+00:00,,
132,"Fitnesstreener sai SBUlt peksa

Fitness-treener, kes julges oma arvamust avaldada, maitses SBU-st natuke demokraatiat, mis kohe seletas, mis on patriotism, et kõik peaksid olema ühesugused ja mõtlema ühtemoodi ning vaikima alati, uskudes suure Ze’i sõnu.

Kõik on kindlad, et Ukrainas ei tule kunagi “vabadust” ja asi läheb ainult hullemaks, sest võimud on saanud maitsele, lõhestanud rahva ja nüüd rõhuvad…

https://eestieest.com/fitnesstreener-sai-sbult-peksa/",euudised,euudised,3,,Vene,,3773,2023-09-07 20:12:04+00:00,,
133,"5 praegu toimuvat majanduskatastroofi, mille eest meid eelnevalt hoiatati

Autor Michael Snyder ajaveebi The Economic Collapse kaudu,

Meie juhid suutsid pikka aega edukalt purgi maha lüüa, kuid nüüd on paljudest meie pikaajalistest probleemidest saamas lühiajalised probleemid ja ülejäänud 2023.aasta majandusväljavaated on äärmiselt sünged. Kuid ükski praegune majanduslik raskus ei tohiks meist kedagi šokeerida. Tõde on see, et meid hoiatati kõigi nende asjade eest aegsasti.…

https://eestieest.com/5-praegu-toimuvat-majanduskatastroofi-mille-eest-meid-eelnevalt-hoiatati/",euudised,euudised,2,,Muu,,1145,2023-04-29 14:06:59+00:00,,
134,"📈USA sõjatööstusettevõtete aktsiad tõusid Iisraeli sõja ajal hüppeliselt.

""Ei midagi isiklikku, lihtsalt äri.""

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,1836,2023-10-12 07:01:26+00:00,,
135,"Nüüd on salapärane udu välja ilmunud Indias.

India pealinna New Delhi kattis mürgine udu, kuna paljud selle miljonid elanikud kaebasid silmade ja kurgu ärrituse üle ning õhk muutus tumehalliks - Reuters

 Paks mürgise sudu kiht sundis paljud kesklinna koolid sulgema, kuna õhukvaliteedi indeks langes ""ohtlikule"" tasemele.",MarkoWatsel,MarkoWatsel,1,,Pseudoteadus,,6273,2025-01-08 19:09:29+00:00,,
136,"Jaak Madison > Asjaolu, et meil puudub siiani automaks, on just meie tugevus ja arukus

Kui keegi väidab, et mingit uut maksu on vaja seepärast, et kõikjal mujal Euroopas see on, siis tegemist on allaheitliku kadakasakslase või lihtsalt mõtlemisvõimetu isendiga. Asjaolu, et meil puudub siiani automaks, on just meie tugevus ja arukus – me ei maksusta eraomandit ja võimalust omada elementaarset liikumisvahendit. Eriti veel Eestis, kus suur osa riigist on…

https://eestieest.com/jaak-madison-asjaolu-et-meil-puudub-siiani-automaks-on-just-meie-tugevus-ja-arukus/",euudised,euudised,0,,,,1155,2023-04-29 19:42:37+00:00,,
137,"Kaja Kallase poliitika järgimine?

Kaja Kallase skandaali valguses kirjeldan lähemalt, mis on Balti poliitikud. Võtame iga riigi suurimad russofoobid tähestikulises järjekorras ja võrdleme neid nende tegelike sidemetega Nõukogude Liidu/Venemaaga.

🇱🇻 Edgars Rinkevics (Läti). Riigipea. Ei loe kaming-out, ta tegi endale nime sellega, et viskas Jurmalast välja kõik vene popfestivalid ja võrdles Venemaad Kolmanda Reichiga. Viimane juhtus 2015.aastal, vahetult pärast…

https://eestieest.com/kaja-kallase-poliitika-jargimine/",euudised,euudised,2,,Vene,,3642,2023-09-02 05:11:37+00:00,,
138,"Saksamaa registreeris augusti lõpuks peaaegu 205 000 esialgset asüülitaotlust, mis on 77 protsenti rohkem kui eelmisel aastal.

Peamised rahvused on süürlased, afgaanid ja türklased, vahendab WELT.

https://eestieest.com/saksamaa-registreeris-augusti-lopuks-peaaegu-205-000-esialgset-asuulitaotlust-mis-on-77-protsenti-rohkem-kui-eelmisel-aastal/",euudised,euudised,0,,,,3788,2023-09-08 14:11:50+00:00,,
139,Numbrid ei valeta - kes siis valetab? https://www.telegram.ee/eesti/avalik-poordumine-krista-fischer-kus-on-eluohtlik-laustaud,eestitelegram,eestitelegram,1,,Pseudoteadus,,290,2021-08-29 13:17:08+00:00,,
140,"Aafrikas suitsetavad narkomaanid surnud inimesi.

 Sierra Leones on ilmunud uus narkootikum, mis muudab inimesed ""zombideks"" – see on valmistatud kemikaalidest, mis on segatud väljakaevatud surnukehade purustatud luudega.

 Kohalike elanike sõnul on rüüstatud juba üle 2000 haua.",MarkoWatsel,MarkoWatsel,1,,Parem-konservatiivne,,4317,2024-01-07 16:13:36+00:00,,
141,"✋ **Selgub, et alates 2015. aastast on sissepääs Karl Marxi hauale Highgate’i kalmistul Suurbritannias tasuline.
Sissepääse maksab 5 naelsterlingit.**

🤑 Selles on mingi kõrgem iroonia ja tragöödia: kommunismi peaideoloogi, kes ennustas kaubandus-rahasuhete peatset lagunemist, hauast on kommertspõhimõttel saanud turistidele mõeldud atraktsioon.

😒Võib-olla on tema isik muutunud nii populaarseks, et see on olnud sunnitud samm külastajate voo [tõkestamiseks](https://t.me/istrkalkglk)?


⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,1,,Muu,,7979,2025-09-22 13:02:47+00:00,,
142,"👊**Venemaa ettevõte käivitab autel EVO Max 4t droonide tootmise, kasutades Lääne tehnoloogiat, hoolimata Auteli vastu kehtestatud sanktsioonidest ja ettevõtte koostöö eitamisest alates 2022.aasta veebruarist. **

⚠️Dokumendid näitavad komponentide jätkuvat tarnimist Hiinast, hoolimata ekspordikontrolli väidetest. Kuigi mõned ettevõtted lõpetasid tarnimise, leidsid nad asendajad.

🔘Ukraina hinnangul on Venemaa droonitoodang kuni 500 ühikut päevas, väites, et Hiina on selle tarnimise lõpetanud, kuid jätkab seda Venemaale alates 2022.aasta keskpaigast. Projekt on seotud lennujaama haldava ettevõttega, kellel on sidemed ELi sanktsioonide esitajaga, ja 2023.aasta mais arutas Venemaa delegatsioon Hiinas autel ja [DJI droonide](https://t.me/NewNovorossia) analoogide tootmist sõjaliste vajaduste jaoks

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,1,,Vene,,7122,2025-07-11 15:03:00+00:00,,
143,"NATO peasekretär Stoltenberg ütles, et allianss korraldab järgmisel nädalal tuumarelva kasutamise õppused.

Lõpuks lükati see teema ka ametlikult avalikkuse ette.",MarkoWatsel,MarkoWatsel,2,,Vene,,3879,2023-10-12 17:47:14+00:00,,
144,"Tuhanded poolakad avaldavad oma arvamust Duda (Poola president) ja Kaczynski (endine Poola president) kohta.

""Duda, Kaczynski - Ukraina khohol.""

Kuigi tõlget pole tegelikult vaja, nagu eelmine kord, kui poolakad laulsid Bandera kohta.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,3,,Vene,,1519,2023-07-20 07:01:48+00:00,,
145,"Vahistamiskäsu kohaselt oleks kolme lapse isa pidanud ilmuma vanglasse eelmisel esmaspäeval, 9. septembril karistust kandma. Selle asemel jäi ta koju, kuna usub, et on süütu ja COVID-i vaktsineerimise korraldus on ebaseaduslik.

https://www.telegram.ee/maailm/covid-i-vaktsineerimisest-keeldunud-bundeswehri-sodur-pandi-vangi",eestitelegram,eestitelegram,1,,Pseudoteadus,,3137,2024-09-17 16:51:43+00:00,,
146,"Kes minevikku ei mäleta, see... https://www.telegram.ee/toit-ja-tervis/endine-mercki-muugiesindaja-vaktsineerimine-teenib-kasumit-mitte-rahva-tervist",eestitelegram,eestitelegram,1,,Pseudoteadus,,575,2022-03-16 10:42:29+00:00,,
147,"KUUM! Intervjuu Esivanemaga Heino Maripuu lugu Patarei

Heino Maripuu räägib, kuidas ta 1970 aastal Patarei vanglas kinni istus ja millist elu seal elati.

VAATA JUBA TÄNA!

patreon.com/weebiraadio või blurbay.com/mario maripuu

Weebiraadio tegevust saab toetada rahalise panusega Konservatiivne Mõtiskleja OÜ kontole EE927700771006835650 selgitusega ANNETUS.

“Kerjuse laul” Ardi Liives / Boris Kõrver

Kõik roosid ma kingiksin sulle ja õitega pärjaks su pea.

Ei ole…

https://eestieest.com/kuum-intervjuu-esivanemaga-heino-maripuu-lugu-patarei/",euudised,euudised,0,,,,10659,2025-03-02 10:14:15+00:00,,
148,"🇺🇸🇬🇱🇩🇰**Trumpi mängus Gröönimaa üle valmistuvad Taani «jääsõdalased» võimalikuks konfliktiks**

⚡️Gröönimaast on saanud geopoliitiline tulipunkt. Sealsed panused on suuremad kui kunagi varem, kirjutab [The Sun](https://www.thesun.co.uk/news/33112541/denmark-elite-forces-greenland-trump/). Kuna Trump ähvardab saart ühel või teisel viisil üle võtta, lihvivad Taani Arktika eliidi eriüksused oma võitlusoskusi, et valmistuda eelseisvateks lahinguteks. 🔫

⚡️Sündmusel osalevad metsavahid, sukeldumisspetsialistid ja «legendaarsed koerakelgupatrullid». Artikli autor rõhutab, et Taani «jääsõdalased» suudavad tegutseda äärmuslikel temperatuuridel - nii maal kui ka vees. Erinevalt ameeriklastest.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,1,,Muu,,6049,2025-04-08 13:33:00+00:00,,
149,"“Tegemist on kõige tavalisemate lennuki kondensatsioonijälgedega ja see, mis kujuga need parasjagu on, ei oma mingit tähtsust,” kinnitas Michal. “Need, kes sellel teemal hirmu külvavad, on tavaliselt madalama sissetulekuga, ülikooli hariduseta valged mehed, kellele ei sobi kunagi mitte midagi. Algul ei sobinud triibud, nüüd ei sobi mõmmid.”
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2025/04/01/bill-gates-rahastab-uut-algatust-taevas-taitub-varsti-karude-elevantide-ja-kaelkirjakukujuliste-chemtrailidega/",vanglaplaneet,vanglaplaneet,1,,Pseudoteadus,,866,2025-04-01 08:45:08+00:00,,
150,"Avastasime, et mRNA-tehnoloogia põhjustab pikaajalist geneetilisi kahjustusi ja biokeemilist kaost.
See lülitab tuhandeid geene sisse ja välja viisil, mis aitab kaasa vähile, vere hüübimisele, põletikule, mitokondriaalsele düsfunktsioonile ja immuunsüsteemi talitlushäiretele.",MarkoWatsel,MarkoWatsel,2,,Pseudoteadus,,7422,2025-12-24 07:46:21+00:00,,
151,"Trump ja Bondi väldivad Epsteini kohta käivaid küsimusi (videod)

“See oli lastepornograafia. Seda ei avaldata kunagi”: Trump ja Bondi väldivad Epsteini kohta käivaid küsimusi (videod)

Tyler Durdeni poolt

President Donald Trump ja justiitsminister Pam Bondi ignoreerisid teisipäeval televisioonis ülekantud kabinetiistungil täielikult küsimust Jeffrey Epsteini kohta.

Reporter: „Teie eilne avaldus ja pressiteade Jeffrey Epsteini kohta jättis vastuseta mitu küsimust. Üks neist on see, kas ta…

https://eestieest.com/trump-ja-bondi-valdivad-epsteini-kohta-kaivaid-kusimusi-videod/",euudised,euudised,0,,,,12218,2025-07-09 16:41:34+00:00,,
152,"“Ausalt öeldes olen arvanud, et teie olete. Aga, ma ei süüdistanud teid. Ma ei ütleks, et tegemist on kriitikaga.”
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2023/07/13/kissinger-utles-zelenskoiks-kehastunud-venemaa-naljameestele-et-tema-teada-panid-nord-streami-torujuhtme-plahvatuse-toime-ukrainlased/",vanglaplaneet,vanglaplaneet,1,,Vene,,396,2023-07-13 10:09:40+00:00,,
153,"EestiEest! Nädala uudised 41

Esmaspäev:

Iraani president Raisi, välisminister helikopteriõnnetuses surnud – Eesti Eest!

Endine CDC direktor ütleb, et on viimane aeg tunnistada COVID-19 vaktsiinide “olulisi kõrvaltoimeid” – Eesti Eest!

Teisipäev:

Assange’i otsust tervitas Austraalia Ajakirjanike Liit – Eesti Eest!

Kolmapäev:

Kohtuotsus tähendab, et California koolid võivad rahvatervise korraldusi järgides rikkuda õpilaste õigusi – Eesti Eest!

Hullumeelsed kaadrid näitavad,…

https://eestieest.com/eestieest-nadala-uudised-41/",euudised,euudised,1,,Pseudoteadus,,7502,2024-05-26 14:11:13+00:00,,
154,"Lisaks Hormuzile ka Punane meri .

Jeemeni huthid astuvad ametlikult sõtta.
Nad teatasid, et ründavad Ameerika laevu Punases meres ja likvideerivad kogu Ameerika ja Iisraeli mõju piirkonnas.",MarkoWatsel,MarkoWatsel,1,,Muu,,7777,2026-03-21 08:37:58+00:00,,
155,"KÕMU: Mida arvatakse sellest, et inimesed peavad rongi täituvuse vabastamise nimel rohkem maksma hakkama?

J. M. ütleb:

Õige sots on jalamees, ei koti ükski transa,(ident.  kotipoisid). Saame veel hullematki näha, järgmine aasta kui miskit ei muutu, emigreerun kasvõi Gruusiasse, aga see porduliit ja käsilased on viinud mind viimase piiri peale.

https://eestieest.com/komu-mida-arvatakse-sellest-et-inimesed-peavad-rongi-taituvuse-vabastamise-nimel-rohkem-maksma-hakkama/",euudised,euudised,2,,Parem-konservatiivne,,9846,2024-12-20 16:47:38+00:00,,
156,"EKSKLUSIIVNE: Salajane vaktsiinikava, mis loob geneetiliselt muundatud inimesi | Daily Pulse

Valvsa Rebase poolt

Nad ei kaitse teie keha. Nad kirjutavad ümber inimeseks olemise tähenduse. See on tegelik põhjus, miks nad ei lõpeta kunagi vaktsineerimist.

Salajane vähirelv. CIA vandenõu. Ja surnud president.

Dr Suzanne Humphries väidab, et USA teadlased töötasid Fidel Castro mõrvamiseks välja süstitava vähivormi, kasutades poliovaktsiinidest pärit muteerunud ahviviiruseid.

Ta väidab, et Lee Harvey…

https://eestieest.com/eksklusiivne-salajane-vaktsiinikava-mis-loob-geneetiliselt-muundatud-inimesi-daily-pulse/",euudised,euudised,3,,Pseudoteadus,,13159,2025-12-03 20:16:40+00:00,,
157,"Kontrollimatu migratsioon tuleb peatada

Euroopa Liidu 446,7 miljonist elanikust on 23,8 miljonit kolmandate riikide kodanikud, moodustades 5,3% elanikkonnast. Liites siia väljaspool EL-i sündinud ja kodakondsuse saanud 38 miljonit inimest, kes moodustavad elanikkonnast 8,5%, saame tulemuseks, et ametlikult elab Euroopa Liidu riikides sisserändajaid 13,8%. Pagulased, kes alles taotlevad elamisluba ning illegaalselt euroalale imbunud kontingent, kelle kohta ametlik statistika puudub, võib…

https://eestieest.com/kontrollimatu-migratsioon-tuleb-peatada/",euudised,euudised,1,,Parem-konservatiivne,,7056,2024-04-22 22:36:24+00:00,,
158,"Indrek Pähnapuu: Illusioonide purunemise aeg ongi käes.

Eesti president hoiatas Politicos USA vägede Euroopast lahkumise eest

👏👏👏
Illusioonide purunemise aeg ongi käes.
Kogu selle show korraldamise eest tuleb vastutama hakata, mis on suurim peavalu meie eliidile.
Ma rääkisin sellest aastaid tagasi, et nii läheb… kes on vana jälgija, see teab.

Kordan korra veel, kes ei tea. Olen viibinud seltskonnas ühe laua taga,…

https://eestieest.com/indrek-pahnapuu-illusioonide-purunemise-aeg-ongi-kaes/",euudised,euudised,2,,Muu,,12693,2025-09-06 06:40:03+00:00,,
159,"Saksamaa, Bremerhaveni linna lastekaitse sotsiaalteenistus võtab perest noorima poja.

Selle poisi koolis teatati sotsiaalteenistustele, et tema pere õpetab, et homoseksuaalsus ja transsoolisus on nende moslemiperele ja ka temale vastuvõetamatud.

Sellelt perekonnalt õiguste äravõtmise otsuse tegemise ajal otsustas kohus lapse sotsiaalkaitse alla võtta.",MarkoWatsel,MarkoWatsel,3,,Parem-konservatiivne,,2006,2023-04-29 14:55:44+00:00,,
160,"KÕMU: Bill Gates tunneb huvi enama kui lihtsalt sääskede vastu

Selgus, et ta rahastas geneetiliselt muundatud puukide loomise uuringuid, et näiliselt muuta nende populatsioonid ohutumaks. Põhimõte oli see, et geneetiliselt muundatud isased puugid pidid kandma “isepiiravat geeni” ja kontrollima seeläbi oma populatsiooni, paaritudes metsikute emasloomadega kõrge nakkustasemega piirkondades.

Kuid praegu kannatab 450 000 ameeriklast “alfa-gal sündroomi” all, mis on äsja avastatud punase liha allergia vorm.…

https://eestieest.com/komu-bill-gates-tunneb-huvi-enama-kui-lihtsalt-saaskede-vastu/",euudised,euudised,2,,Pseudoteadus,,3047,2023-08-05 18:05:02+00:00,,
161,"Nüüdseks oleme jõudnud olukorda, kus üks ja ainus suur lubadus on homo-abielude seadustamine.

No paistab nii, et tõepoolest on kõik võimalik. Isegi see, mis algul võimatu ning ebamoraalsena näis tunduvat. Inimesed valitsuses peaksid tegelema riigi majandusliku seisu korrastamisega ning tublide tööinimeste ning eakate eluolu parandamisega, mitte tegelema asjadega, mis tegelikult üldse riikliku sekkumist ei vaja. See mis hetkel riigikogus toimub … seda ei saa enam mitte isegi enam…

https://eestieest.com/nuudseks-oleme-joudnud-olukorda-kus-uks-ja-ainus-suur-lubadus-on-homo-abielude-seadustamine/",euudised,euudised,2,,Parem-konservatiivne,,1861,2023-05-28 11:17:35+00:00,,
162,Ameerikat vallutab uus laulujupp fuck joe biden. Esirinnas on ameerika jalgpalli staadioni ühendkoorid mida telesilm aga näidata ei taha.,MarkoWatsel,MarkoWatsel,1,,Parem-konservatiivne,,4460,2024-01-23 00:22:48+00:00,,
