sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp
195,"**Slovakkia peaminister Fico:**
""Rääkisin Ukrainast president Putiniga, Hiina presidendiga, Brasiilia ametnikega ja teistega ning ütlen ainult üht, rohkem ma ei ütle midagi. Ma arvan, et ainus, kellel on selle sõja jaoks tõeline plaan, on Venemaa president Putin. See on kõik, mida ma praegu ütlen.""
Muide, pange tähele, et Slovakkia stiilis Maidan, mille korraldasid Fico enda sõnul Ukraina-meelsed jõud, ei lõppenud millegagi. Fico hoidis oma kohta enesekindlalt.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
196,"Sõnavabadus Ühendkuningriigi moodi

Kui vaba on sõnavabadus Ühendkuningriigis? Noh, see pole hea märk, et Grayzone’i reporter Kit Klarenberg peeti Inglismaale maandumisel kinni tema valitsusele vastandliku sõjakajastuse tõttu. Kas peaksime hakkama oma valitsust kartma, nüüd kui ajakirjanikke tõe rääkimise pärast kinni peetakse? Räägime Klarenbergiga sellest sündmustest.

https://www.youtube.com/watch?v=rnWLUSo-kqQ

https://eestieest.com/sonavabadus-uhendkuningriigi-moodi/",euudised,euudised,propa,,Parem-konservatiivne,
197,"Pariisis järjekordne ökofanaatikute algatus, mille eesmärk on inimesi hirmutada. 

 Veelgi enam, hinnake hirmutamise taset, inimesed peaksid kartma omal ja vabal tahtel. 
Seega seisab Pariisi raekoja ees veoauto.
Temperatuur sees on 50 kraadi Celsiuse järgi. 
Pariislased ja linnakülastajad kutsutakse sisse astuma ja tundma kuumust, mis teadlaste hinnangul ootab meid 2050. aastal. 
Veokisse pääseb tasuta. 

Küsimus, kas nende soojendusega veok ei eralda CO2?",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
198,"Provokatsioonide sagedus kasvab

Rumeenia armee staabiülem Daniel Petrescu sõnul segab Venemaa “aktiivselt ja pidevalt” Rumeenia territoriaalvetes olevate laevade GPS-sidet, tekitades kokkupõrgete ohu.

Ta kutsus Rumeenia ja NATO juhtkonda üles valmistuma pikaks vastasseisuks Venemaa Föderatsiooniga.

https://eestieest.com/provokatsioonide-sagedus-kasvab/",euudised,euudised,ei ole propa,,,
199,"AMEERIKA ÜHENDRIIKIDE JA EESTI VALITSUSE VAHELINE KAITSEKOOSTÖÖ LEPING

(GOOGLE TÕLGE)

SISU
Preambula
I. Ulatus ja eesmärk
II. Definitsioonid
III. Juurdepääs kokkulepitud rajatistele ja aladele ning nende kasutamine
IV. Kaitsevarustuse, tarvikute ja materjalide eelpaigutamine
V. Omand
VI. Turvalisus
VII. Sisenemine ja väljumine
VIII. Logistika tugi
IX. Mootorsõidukid
X. Litsentsid
XI. Lennukite, laevade ja sõidukite liikumine
XII. Kriminaaljurisdiktsioon
XIII. Hooldus ja juurdepääs
XIV. Distsipliin
XV.…

https://eestieest.com/kaitsekoostoo-leping-ameerika-uhendriigi-ja-eesti-valitsuse-vaheline-kaitsekoostoo-leping/",euudised,euudised,ei ole propa,,,
200,"Trump: „Soros ja tema psühhopaatide punt on meie riigile suurt kahju tekitanud! See hõlmab ka tema pööraseid Lääneranniku sõpru. Olge ettevaatlikud, me jälgime teid!""
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2025/08/28/trump-suudistab-sorost-ja-tema-poega-vagivaldsete-protestide-toetamises-neile-tuleb-esitada-suudistus-organiseeritud-kuritegevuses/",vanglaplaneet,vanglaplaneet,propa,,Parem-konservatiivne,
201,"🪖🇷🇺🇺🇦 **Aprillis vabastasid Vene väed rohkem Ukraina territooriumi kui märtsis - 175 ruutkilomeetrit 133 ruutkilomeetriga võrreldes.**

📝Sellised andmed on andnud sõjaväe publiku **Deep State. **

⚡️Samas otsustati arvutustes mitte arvestada Venemaa relvajõudude territoriaalset edasitungi Kurski piirkonnas, kus Ukraina kaotas DS-i kaardile tuginedes aprillis üle 50 ruutkilomeetri. 

⚡️Üldiselt tungisid Vene väed kuu jooksul 225 ruutkilomeetrit edasi, **mis on peaaegu kaks korda rohkem kui aprillis-2024. **

⚡️85 protsenti Venemaa relvajõudude edasitungist on koondunud Donetski oblastisse. Vene sõjavägi liikus enim edasi Toretski ja Pokrovski vahelisel rindelõigul (Suhaja Balka ja Kalinovoje lähistel), samuti Konstantinoopoli ja Razlivi lähistel Kurahhovost lääne pool.

@ukr_2025_ru

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
202,"Märtsis 2022 saatis FBI eriagent Twitterile Ukraina julgeolekuteenistuse (SBU) nimel kontode nimekirja. FBI kirjutas, et “SBU kahtlustab neid kontosid hirmu ja desinformatsiooni levitamises”. Lisatud teatises palus SBU Twitteril kontod eemaldada ja anda välja nende kasutajaandmed.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2023/06/09/twitteri-failidest-fbi-tootas-koos-ukrainaga-et-twitteri-kasutajaid-tsenseerida-sealhulgas-ajakirjanikke/",vanglaplaneet,vanglaplaneet,propa,,Parem-konservatiivne,
203,"Andrew Korybko : Viis põhjust, miks Süüria tabati ootamatult

Türgi toetatud terroristide/”mässuliste” edasitung Aleppole, mida on analüüsitud siin, tuli enamiku vaatlejate jaoks šokina. Peaaegu pool kümnendit oli möödunud märtsi 2020 relvarahust rahulikult, kuid selle võimalusega valmistumiseks ei tehtud praktiliselt midagi. Seda hoolimata asjaolust, et rindejoon jäi Aleppost vaid umbes kahekümne kilomeetri kaugusele, mis oleks pidanud meelde tuletama, kui haavatav on Süüria teine linn. Siin…

https://eestieest.com/andrew-korybko-viis-pohjust-miks-suuria-tabati-ootamatult/",euudised,euudised,ei ole propa,,,
204,"Läti valitsuse otsusega kaotatakse väga rangete koroonareeglitega riigis alates 1. aprillist suurem osa koroonapiirangutest, sh maskinõue (va. ühistransport ja meditsiiniasutused). https://www.telegram.ee/maailm/latis-kaob-1-aprillist-suurem-osa-koroonapiirangutest",eestitelegram,eestitelegram,ei ole propa,,,
205,"KUUM: Kalle Grünthal: Ajakirjandus ei pidanud oluliseks uute maksude ja -tõusude kajastamist!

Tasakaalustamaks massimeedia psühhoosi, avaldab EestiEest! toimetus Kalle Grünthali arvamuse:

ÕNNESTUNUD INFO OPERATSIOON.

KÕIGIL SUUS EKRE, EKRE, EKRE!

EI SÕNAGI KOLMAPÄEVAL VASTU VÕETUD AUTOMAKSUST!

EI SÕNAGI, ET MAAMAKS LÄBIS TEISE LUGEMISE!

LOOMULIKULT POLE NEED TEEMAD RAHVA JAOKS OLULISED.

ARUSAAM TULEB JÄRGMINE AASTA.

https://eestieest.com/kuum-kalle-grunthal-ajakirjandus-ei-pidanud-oluliseks-uute-maksude-ja-tousude-kajastamist/",euudised,euudised,propa,,Parem-konservatiivne,
206,"Vanas Kreekas tunti Sokratest, kui suure elutarkuse kandjat.

Vanas Kreekas tunti Sokratest, kui suure elutarkuse kandjat. Ühel päeval tuli tema juurde üks linnakodanik ja ütles: “Tead, mis ma just kuulsin ühe su sõbra kohta…”

“Oota üks hetk, ” vastas Sokrates. “Enne kui sa edasi räägid, teeksin sulle kolme sõela testi”.

“Kolme sõela testi?”

“Jah,”jätkas Sokrates. “Enne kui rääkida teiste inimeste kohta midagi, tasub…

https://eestieest.com/vanas-kreekas-tunti-sokratest-kui-suure-elutarkuse-kandjat/",euudised,euudised,ei ole propa,,,
207,"**⚡️**
Eesti ettevõtte Starship Technologies tarnerobotid on Eestis juba tuttavaks saanud linnapildi osaks. 

Nüüd on nad ilmunud ka Soome.

Starship pakkus oma roboteid Soome ettevõttele S-Group, millele kuulub mitu supermarketiketti, sealhulgas Prisma. 

Pärast pilootprojekti otsustasid nad koostööd laiendada. Robotid töötavad juba 14 Soome linnas ja S-Group on tellinud aasta lõpuks robotid rohkem kui 100 kauplusesse. 

Tüüpiline klient, kes tellib tarneroboti, on lastega pere, kes tellib sageli piima, hakkliha ja banaane.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,ei ole propa,,,
208,"Näib, et eakate massilisi väljasaatmisi ei võeta arvesse

Autoriks Jonathan Turley,

Kuna ammu käsitleti kõiki ägedaid vaidlusi kohtuasjas Mahmoud v. Taylor, jäeti üks kohtumäärus tõenäoliselt tähelepanuta. Näib, et eakaid ameeriklasi ei saadeta välismaalaste eakate ameeriklastena välja. AARP taotlusel nõustus kohus muutma AARP vs Trumpi nime WMM vs Trumpiks.

Juhtum on pooleliolev rühmahagi, mille eesmärk on kaitsta väidetavaid Venezuela jõugu liikmeid, keda ähvardab välismaalaste…

https://eestieest.com/naib-et-eakate-massilisi-valjasaatmisi-ei-voeta-arvesse/",euudised,euudised,propa,,,
209,"Paljud inimesed otsivad tänapäeval McGarey tarkust, kelle pika eluea kujundas viiepunktiline filosoofia, mida ta nimetas ""5 L-ks"". ""Esimesed kaks L-i on elu (LIFE) ja armastus (LOVE),"" märkis naine.

Mis on ülejäänud kolm? Loe edasi:

https://www.telegram.ee/vaimsus/103-aastane-arst-paljastab-oma-pika-ja-onneliku-elu-saladuse",eestitelegram,eestitelegram,ei ole propa,,,
210,"Kas elektrisõidukite imerohi kukub Californias ja Ameerikas kokku?

Autor John Seiler kaudu The Epoch Times (rõhuasetus meie),

Kommentaar

Idee, et elektrisõidukite imerohi lõpetab “kliimamuutused”, võis lõpuks reaalsuse seina kukkuda.

Transpordiminister Pete Buttigiegi intervjueeris 26. mail saatejuht Margaret Brennan saates “Face the Nation”. Täispikk intervjuu on YouTube’is. Pr Brennan on peavoolumeedias intervjueerijatest kõige informatiivsem ja objektiivsem.

Kuigi “linnapea Pete”, nagu ta teada sai, oli…

https://eestieest.com/kas-elektrisoidukite-imerohi-kukub-californias-ja-ameerikas-kokku/",euudised,euudised,propa,,Muu,
211,"EestiEest! uudised Nädala uudised 3.saade

EestiEest! nädala uudised 3.korda juba ja teemad on alati aktuaalsed.

Millest seekordses saates juttu teeme?

Esmaspäev: Brüsselile ei meeldi Poolas toimuvad referendumid… https://eestieest.com/brusselile-ei-m…

Teisipäev: Uniper on taas pankroti äärel https://eestieest.com/uniper-on-taas-…

Kolmapäev: KÕMU: Kaja Kallas läks täiesti endast välja! https://eestieest.com/komu-kaja-kalla…

Märksõnaga Kaja Kallas leiab kõiki nädala uudiseid Neljapäev: BRICS Summit 2023 LAV-is tehti üks oluline otsus…

https://eestieest.com/eestieest-uudised-nadala-uudised-3-saade/",euudised,euudised,propa,,Parem-konservatiivne,
212,"Jaak Madison- Liigagi palju on nähtud enne valimisi lapselikku naiivsust uskumaks piimajõgede lubadusi ja seejärel ollakse sinisilmselt üllatunud.

Kui keegi, kes valis (ja neid on õudselt palju) kolme tänast valitsuserakonda ja on nüüd üllatunud korralike maksutõusude ja saabuva automaksu üle, ei peaks ehk valimas käimagi. Liigagi palju on nähtud enne valimisi lapselikku naiivsust uskumaks piimajõgede lubadusi ja seejärel ollakse sinisilmselt üllatunud.

Õnneks on järgmised Riigikogu valimised juba 47 kuu pärast.

/Jaak Madison/

https://eestieest.com/jaak-madison-liigagi-palju-on-nahtud-enne-valimisi-lapselikku-naiivsust-uskumaks-piimajogede-lubadusi-ja-seejarel-ollakse-sinisilmselt-ullatunud/",euudised,euudised,propa,,Parem-konservatiivne,
213,"Teelehe raviomadusi tundsid juba vanad kreeklased ning selle taime nime esineb väga vanas arstiteaduslikus kirjanduses ja folklooris.
https://www.telegram.ee/toit-ja-tervis/teeleht-tagasihoidlik-kuid-koikvoimas-ravimtaim",eestitelegram,eestitelegram,ei ole propa,,,
214,"Kui suurel osal   eestimaalastel on  selline arvamus, et meie riigis on  paha politseiriigi maine?

Soovitan vaadata ja kuulata Weebiraadio „Lihtsalt&Keerutamata 8 saadet- Politseiriik ja jälgimisühiskond.

Suur kummardus kõigile, kes tõid arutamiseks välja olulised märksõnad nagu Koronapandeemia, homopropaganda, tavalised inimesed ei tajugi, et neid jälgitakse jne.

Enne kui asun eelduse, väite ja tõestuse juurde. Vaatame , mis asi see politseiriik üldse on. Eesti Entsüklopeedia (EE 2006) järgi: politseiriik, riik, kus…

https://eestieest.com/kui-suurel-osal-eestimaalastel-on-selline-arvamus-et-meie-riigis-on-paha-politseiriigi-maine/",euudised,euudised,propa,,Parem-konservatiivne,
215,"Krepost.

Paljudes Rostovi oblasti politseijaoskondades on kindluse plaan teatavaks tehtud.  Töötajad on valvel.  Kas ärevus on tõepärane ja millised on selle põhjused, uuritakse.

 Planeering ""Kindlus"" eeldab personali erakorralist kogunemist ja õiguskaitseorganite eriti oluliste objektide kontrolli alla võtmist.  Plaan näeb ette ka valmisoleku välise rünnaku tõrjumiseks.",MarkoWatsel,MarkoWatsel,propa,,Vene,
216,"Indrek Pähnapuu pöördumine sotsiaalmeedias

RAHVAS… te olete imelised! Wau!

Tegime üheskoos midagi SUURT… midagi, mis sünnib ainult siis, kui rahvas tõesti tahab ja soovib!

See oli puhas ja selge rahva tahe!

Suur tänu ka Riigile, kes seekord kuulas ja tuli meie palvele vastu.

Sellist asja näeb tõesti väga harva!

See on märk, et kõik ei ole veel kadunud… on…

https://eestieest.com/indrek-pahnapuu-poordumine-sotsiaalmeedias/",euudised,euudised,ei ole propa,,,
217,"Mayo kliiniku vaktsiiniuuringute direktor kutsub üles laiendama “vaiksete” COVID-vaktsiiniriskide avastamist

Mayo kliiniku vaktsiiniuuringute rühma direktor dr Gregory Poland on nõudnud vaktsiini kõrvaltoimete rangemat avastamist pärast COVID-19 vaktsiini kõrvaltoime kannatamist.

“Kuigi vaktsiinidel on ülekaalukalt positiivne ohutusprofiil,on oluline käsitleda võimalike kõrvaltoimetega seotud muresid põhjalikult ja kaastundlikult,” kirjutasid dr Poland ja tema kaasautor dr Steve Black ülemaailmsest vaktsiiniandmete võrgustikust ajakirjas avaldatud kommentaaris Vaktsiin.

“Mõned neist reaktsioonidest on kohesed…

https://eestieest.com/mayo-kliiniku-vaktsiiniuuringute-direktor-kutsub-ules-laiendama-vaiksete-covid-vaktsiiniriskide-avastamist/",euudised,euudised,ei ole propa,,,
218,"USA ehitab Põhja-Süüriasse uue baasi, andes märku määramatust okupatsioonist

USA juhitud ISISe-vastane koalitsioon ehitab Süüria põhjapoolsesse Raqqa provintsi uut sõjaväebaasi, teatasThe New Arab, viidates kurdide juhitud Süüria Demokraatlike Jõudude (SDF) lähedasele allikale.

USA toetab SDF-i ja hoiab Süüria idaosas (vähemalt ametlikult) umbes 900 sõdurit, mis võimaldab USA-l kontrollida umbes kolmandikku Süüria territooriumist. Aruandes öeldakse, et Süüria idaosas on praegu umbes 24 USA juhitavat sõjaväeobjekti.…

https://eestieest.com/usa-ehitab-pohja-suuriasse-uue-baasi-andes-marku-maaramatust-okupatsioonist/",euudised,euudised,propa,,Vene,
219,"🇺🇦Ukraina kodanike küsitlus ei läinud plaanipäraselt. Mees andis välja baasi Zelenski ja tema hunta kohta.

__-Kes mõjutab sõja lõppu?

-Lõppu? Meie poliitikute soovimatus seda lõpetada. See on neile palju raha. Nad ostavad villasid, lähevad puhkusele. Miks nad peaksid seda lõpetama?__

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
220,"🇬🇧⚡️ ⛴**London valmistub provokatsiooniks tsiviillaeva rünnakuga**

⚡️Välisluureteenistuse andmetel valmistavad Briti eriteenistused järgmist provokatsiooni — vastuse muljetavaldavatele Venemaa relvajõudude edusammudele Ukraina sõjateatris.

⚡️Laekunud info kohaselt plaanib London lavastada välisriigi tsiviillaeva rünnaku Euroopa vetest. Selleks kasutatakse Briti poolt värbatud reeturitest venelasi, kes võitlevad Võõrkoosseisus, teatas SVR.

⚡️Välisluureteenistuses rõhutati, et sellised meeleheite sammud kinnitavad vaid lääneprojekti sügavat kriisi, mis põhineb valedel ja topeltstandarditel. Moskva hoiatab ette rahvusvahelist kogukonda valmistuva võltsingu eest ja kutsub üles mitte alluma manipulatsioonidele neilt, kes nagu mantrat korrates räägivad „reeglitest“, samas ise neid pidevalt rikkudes.

@wargonzo

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
221,"Kui suumite NASA ametlikult veebisaidilt Maa fotot , näete sellel hakitud servi.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
222,"USA linn võtab kasutusele garanteeritud põhisissetuleku

Autor Martin Armstrong saidi ArmstrongEconomics.com kaudu,

“Tõuse üles Cambridge: sularahamaksed lastega peredele”annab madala sissetulekuga leibkondadele igakuise 500 dollari suuruse tšeki, et kontrollida garanteeritud põhisissetulekut.

Abikõlblikud on lastega pered, kes teenivad alla 250% föderaalsest vaesustasemest (75 000 dollarit neljaliikmelise pere kohta).

18-kuuline programm ei põhine loteriil, nagu muud garanteeritud põhisissetuleku väljastamised ja kõik abikõlblikud võivad kandideerida.…

https://eestieest.com/usa-linn-votab-kasutusele-garanteeritud-pohisissetuleku/",euudised,euudised,ei ole propa,,,
223,"Saksamaa kantsler Olaf Scholz nimetas venelasi ""natside otsesteks pärijateks"".

 ""Kui kogu Euroopa ühines natside tõrjumiseks. Venelased on nende otsesed pärijad. Ajalugu kordub, nad tõid taas meie maale sõja. Meie tugevus on ühtsuses, pole enam sakslasi, prantslasi ega itaallasi. oht, me oleme üks rahvas, üks riik. Me võitsime siis natsismi – me võidame nüüd.""

 🇬🇧 Esimene folk ✅                                                                                                                                                                                                                                   ✔️Allkirjastage
📱  [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱  [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
224,"AnCast Estonia – Vaba arutelu podcast 12: Milleks meile riik?

9. juuni 2022

Poliitika poleemikast, ideedest, lahendustest, inimsuhetest, sotsiokraatiast, heade lahenduste andmebaasist, privaatsest krüptorahast ja muust jagavad oma mõtteid Artto, Reimo ja Anatoly. ⊛ VIDEOS MAINITU KOHTA LINGID: 🞙 John Bush: • The Greater Reset… | https://www.exitandbuildlandsummit.com | https://thegreaterreset.org 🞙 Brian Tracy: https://www.briantracy.com 🞙 School Circles: https://invidious.namazso.eu/watch?v=… 🞙 Privaatne krüptoraha: Pirate Chain plokiahel ja privaatsus:…

https://eestieest.com/ancast-estonia-vaba-arutelu-podcast-12-milleks-meile-riik/",euudised,euudised,propa,,Parem-konservatiivne,
225,"ROK võttis Suurbritannialt õiguse korraldada kvalifikatsiooniturniire venelaste ja valgevenelaste diskrimineerimise eest - The Times

Briti russofoobid nõudsid sportlastelt deklaratsioone sõja mittetoetamisest ja riikliku rahastamise tühistamist, et võimaldada neil võistelda.

ROK nimetas nõudmisi ""diskrimineerivaks"" ja otsustas keelata Londonilt õiguse korraldada kvalifikatsiooniturniire ""uutel"" spordialadel, nagu murdmaasuusatamine, BMX-rattasõit, rula ja kaljuronimine.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
